airlie_id,flght#,departure_dt,arrival_dt,dep_time,arrivl_time,booking_cd,passngr_nm,seat_no,class,fare,extras,loyalty_pts,status,gate,terminal,baggage_claim,duration_hrs,layovers,layover_locations,aircraft_type,pilot,cabin_crew,inflight_ent,meal_option,wifi,window_seat,aisle_seat,emergency_exit_row,number_of_stops,reward_program_member
3,6945,2023-03-19 18:55:48,2023-03-14 22:46:51,17:15:36,05:33:07,BHGE,Name_HZBDN,SeatJQX,Economy,559.21,Extra Baggage,3940,Cancelled,GateXA,B,ClaimVQI,8.48,0,LOCKMJ,TypeQQA,Pilot_SGZD,Crew_ONIT,No,Vegetarian,Not Available,False,False,True,1,No
1,5767,2023-12-14 16:12:57,2023-10-18 02:29:50,14:49:05,13:45:38,BRUP,Name_RCCWE,SeatXSP,Economy,678.79,Extra Baggage,0,Confirmed,GateCV,C,ClaimSIL,4.56,1,LOCVSU,TypeLFW,Pilot_TQMF,Crew_BBRG,No,Vegetarian,Available,False,True,True,1,No
2,8004,2023-01-10 20:12:54,2023-03-23 15:55:21,03:55:41,01:52:41,BIKU,Name_BFDBS,SeatACW,Business,283.51,Extra Baggage,0,Confirmed,GateTW,B,ClaimDXF,9.69,1,LOCYHS,TypePKY,Pilot_BOVQ,Crew_BKZK,No,Vegan,Not Available,True,False,True,1,Yes
3,8728,2023-08-19 08:37:58,2023-07-08 22:21:47,23:51:30,06:45:58,BSNG,Name_OBDNL,SeatRGE,Business,108.26,Extra Baggage,932,Cancelled,GateHU,A,ClaimEAD,6.53,1,LOCBVN,TypeJAN,Pilot_GVAK,Crew_GESE,Yes,Vegan,Not Available,True,False,True,2,Yes
15,7609,2023-03-29 02:20:50,2023-11-28 16:59:28,18:37:42,15:10:01,BLSH,Name_CHTJS,SeatMQH,First,121.31,Extra Baggage,0,Confirmed,GateGY,D,ClaimGOZ,2.82,2,LOCZQG,TypeCAD,Pilot_EJHC,Crew_CITS,Yes,No Meal,Available,False,False,False,1,No
6,5934,2023-07-17 09:23:18,2023-11-07 01:19:42,09:09:18,01:02:31,BUEF,Name_ONZYY,SeatMCQ,First,750.93,Extra Baggage,3444,Cancelled,GateQP,C,ClaimCXF,4.37,1,LOCMDH,TypeGWO,Pilot_STSF,Crew_BJNF,Yes,Vegetarian,Not Available,True,True,False,2,No
13,4648,2023-08-17 06:07:04,2023-03-28 07:30:15,18:43:29,01:37:24,BKZV,Name_STWSZ,SeatKSF,Business,396.87,Meal,0,Confirmed,GateVP,A,ClaimCSO,7.73,2,LOCXJW,TypeDSR,Pilot_EAQW,Crew_AIDJ,Yes,No Meal,Not Available,False,True,True,2,No
1,8131,2023-04-09 21:28:07,2023-08-06 21:35:12,02:12:38,08:05:53,BCKW,Name_YWNVF,SeatRMB,Business,585.96,Extra Baggage,0,Cancelled,GateXG,D,ClaimILU,5.92,0,LOCGHD,TypeOJA,Pilot_UEFP,Crew_CXZZ,Yes,Vegetarian,Available,True,True,False,0,No
19,2312,2023-07-04 18:39:30,2023-10-16 08:37:54,21:19:03,02:21:31,BYLA,Name_HYSCX,SeatVTD,Business,350.82,No Extras,762,Confirmed,GateBP,D,ClaimOMF,6.96,0,LOCXHJ,TypeVKQ,Pilot_EXBY,Crew_RTNV,No,Vegetarian,Not Available,True,True,True,1,Yes
1,5099,2023-10-15 13:57:45,2023-10-09 14:59:47,20:15:04,04:33:35,BDTA,Name_CDWGB,SeatRTB,Business,824.25,Meal,934,Pending,GateRF,B,ClaimOUB,4.4,0,LOCDQN,TypeXNI,Pilot_PSMH,Crew_DNIP,Yes,Vegetarian,Available,False,False,True,2,Yes
2,2654,2023-10-19 09:37:08,2023-02-07 19:34:50,02:04:49,02:25:33,BFBM,Name_MKMBD,SeatVZR,Economy,138.73,No Extras,0,Pending,GateBE,A,ClaimDSX,5.53,1,LOCKMQ,TypeXLU,Pilot_OGIK,Crew_XJFA,Yes,Vegan,Not Available,False,False,True,2,No
15,7018,2023-12-23 04:31:08,2023-07-22 19:52:07,06:53:53,08:28:36,BPKN,Name_UPVOW,SeatDHX,Business,64.56,Extra Baggage,2384,Confirmed,GateLA,D,ClaimKZO,6.32,0,LOCEKY,TypeDBG,Pilot_JOHC,Crew_YAYM,No,Vegetarian,Available,False,False,True,1,No
14,2285,2023-09-27 21:51:40,2023-08-16 05:27:08,02:19:06,13:48:18,BFPQ,Name_OCMQR,SeatVCM,Business,469.2,Meal,0,Cancelled,GateQT,D,ClaimNGX,4.02,0,LOCPXS,TypeXBG,Pilot_CORX,Crew_YAQW,Yes,No Meal,Not Available,True,True,True,0,Yes
19,8852,2023-07-13 10:03:09,2023-07-10 17:47:39,10:39:34,04:05:59,BJUV,Name_PANBF,SeatBII,Business,433.39,Extra Baggage,2217,Pending,GateZY,A,ClaimPUX,3.76,0,LOCIUB,TypeSSX,Pilot_YNGG,Crew_JTZU,Yes,Vegan,Not Available,False,False,True,0,No
11,9726,2023-03-30 10:25:43,2023-06-14 23:42:41,12:30:53,23:54:20,BZMM,Name_ZWLHX,SeatZAI,Economy,65.87,Extra Baggage,0,Cancelled,GateZT,C,ClaimXSS,6.51,0,LOCZHD,TypeZFK,Pilot_DEOQ,Crew_ELOY,Yes,No Meal,Not Available,True,False,False,0,Yes
15,8046,2023-03-10 16:18:57,2023-07-01 09:45:46,23:50:22,06:55:55,BBAW,Name_ZGRKY,SeatUYP,Business,837.64,No Extras,2366,Pending,GatePI,A,ClaimNFZ,1.15,1,LOCFTX,TypeNMK,Pilot_UQWM,Crew_FPZE,No,Vegan,Not Available,False,True,True,0,Yes
6,6180,2023-08-17 20:29:49,2023-12-16 14:49:56,12:00:35,23:17:15,BAGM,Name_UTBKH,SeatKRG,First,561.27,Extra Baggage,0,Confirmed,GateAS,C,ClaimBWV,10.62,0,LOCSWT,TypeIOI,Pilot_XUEU,Crew_ZURK,No,Non-Vegetarian,Available,False,False,True,2,Yes
9,2379,2023-08-13 01:13:33,2023-07-13 00:13:57,10:57:08,15:03:26,BQIM,Name_ZTQVM,SeatNAN,Business,848.57,Meal,2116,Pending,GateAZ,A,ClaimZBP,2.21,2,LOCLZP,TypeOMQ,Pilot_VGAU,Crew_NCFA,No,Vegan,Available,True,False,False,1,Yes
5,1645,2023-02-06 09:48:22,2023-05-15 22:42:55,15:53:57,07:26:01,BPEV,Name_TLWWZ,SeatAXN,Business,484.78,Meal,0,Pending,GateGS,C,ClaimDJK,1.43,2,LOCTPA,TypeVPQ,Pilot_AJPU,Crew_XBNI,No,No Meal,Not Available,True,True,True,0,Yes
2,9215,2023-03-16 08:27:38,2023-05-03 09:29:56,05:13:16,06:41:50,BGAH,Name_KUMIG,SeatXWX,First,638.64,Meal,0,Pending,GateZG,D,ClaimGKW,4.36,2,LOCQVP,TypeBOK,Pilot_QDNU,Crew_EHBA,No,No Meal,Available,False,False,True,1,No
6,6412,2023-04-04 15:49:29,2023-06-02 04:56:28,13:12:46,03:31:35,BFLB,Name_JULHL,SeatNWP,Economy,76.47,Meal,0,Confirmed,GateHH,D,ClaimDGD,5.41,2,LOCKWA,TypeOMY,Pilot_LYCU,Crew_ISJZ,No,No Meal,Available,False,True,True,1,No
18,5652,2023-05-29 22:49:13,2023-03-13 10:50:26,15:29:36,21:03:13,BAOQ,Name_LNZKN,SeatHBE,Economy,794.46,No Extras,0,Cancelled,GateMV,B,ClaimDFY,3.32,1,LOCUWT,TypeWTB,Pilot_KASL,Crew_VICP,Yes,Vegetarian,Available,True,True,False,1,No
19,7834,2023-05-18 09:35:18,2023-06-05 01:22:01,18:10:57,14:07:52,BTCF,Name_NKBVH,SeatFXA,First,109.52,Extra Baggage,0,Confirmed,GateDX,D,ClaimBPZ,7.31,0,LOCQBO,TypeBNG,Pilot_XMVO,Crew_CWZN,Yes,Non-Vegetarian,Not Available,True,False,False,1,Yes
9,5451,2023-11-28 06:43:22,2023-12-02 10:06:46,19:04:56,18:10:53,BPJM,Name_GODAC,SeatDGH,Business,309.07,No Extras,3545,Confirmed,GateSI,C,ClaimDCC,2.29,1,LOCOMH,TypeCIO,Pilot_CGAI,Crew_JMCI,Yes,Vegetarian,Not Available,False,True,True,2,Yes
6,7103,2023-04-28 13:53:15,2023-09-07 05:57:36,07:49:41,09:08:58,BHQG,Name_UFSBO,SeatEFX,Business,496.03,Meal,1122,Confirmed,GateQJ,B,ClaimDFV,4.45,0,LOCHQW,TypeBLP,Pilot_GJGB,Crew_AQTP,No,Non-Vegetarian,Available,False,True,True,2,No
14,8084,2023-06-04 02:09:01,2023-09-26 00:48:17,00:56:11,08:50:20,BXEH,Name_SUSXW,SeatOLH,Economy,289.14,No Extras,0,Confirmed,GateXI,A,ClaimRUP,11.23,2,LOCXSG,TypeLYP,Pilot_ZKIM,Crew_IRHN,No,Vegan,Not Available,True,True,True,2,Yes
13,5124,2023-01-30 12:38:36,2023-05-16 10:02:50,16:30:35,02:23:11,BABD,Name_ISMHY,SeatHPO,Economy,105.99,Extra Baggage,0,Confirmed,GateLG,D,ClaimITB,4.59,1,LOCZVG,TypeOBN,Pilot_ZGTZ,Crew_BWZB,No,Non-Vegetarian,Not Available,False,False,False,2,Yes
11,1364,2023-09-13 07:53:11,2023-01-04 23:30:53,11:40:20,13:20:13,BAUJ,Name_XUFJI,SeatSCH,Business,719.54,No Extras,0,Cancelled,GateCR,B,ClaimOFV,9.89,1,LOCBGW,TypeEDK,Pilot_WCMQ,Crew_NMEN,No,No Meal,Not Available,False,True,False,1,No
12,3655,2023-10-01 16:10:24,2023-11-29 01:21:47,10:01:59,03:16:24,BCBG,Name_ONBYA,SeatWPR,Economy,425.19,Meal,0,Confirmed,GateOX,C,ClaimIUH,9.0,2,LOCBWX,TypeREN,Pilot_ZUWY,Crew_ILRQ,No,Vegetarian,Not Available,True,True,True,1,No
19,9600,2023-11-24 18:19:35,2023-07-28 16:22:48,18:47:33,17:58:32,BBYF,Name_KOZOF,SeatNZR,Business,752.83,Extra Baggage,0,Cancelled,GateGI,B,ClaimCWQ,4.11,0,LOCWZL,TypeHTD,Pilot_JFVZ,Crew_CAEE,No,No Meal,Available,True,True,False,2,Yes
19,8433,2023-04-12 19:07:25,2023-01-12 12:32:29,19:58:12,07:50:28,BHCU,Name_AQCNT,SeatLLX,First,277.16,No Extras,1427,Pending,GateMH,A,ClaimCGM,3.38,0,LOCXCB,TypeGDH,Pilot_EFRD,Crew_UCSB,Yes,Vegetarian,Available,False,False,False,1,No
19,2314,2023-06-14 22:03:28,2023-08-08 23:34:11,09:32:54,23:07:40,BSIA,Name_LTLZZ,SeatSQN,Business,499.24,No Extras,3720,Pending,GateOU,C,ClaimBPM,5.6,0,LOCMPC,TypePXL,Pilot_VIKC,Crew_YMQZ,Yes,Vegetarian,Available,True,False,True,2,Yes
13,6272,2023-05-25 06:45:06,2023-10-03 14:40:55,09:07:19,17:29:46,BHFW,Name_EFTWO,SeatRLH,Economy,386.92,Meal,0,Pending,GateUY,D,ClaimFXY,11.25,1,LOCJWU,TypeMEE,Pilot_DYXT,Crew_QKIZ,Yes,Non-Vegetarian,Not Available,False,False,False,1,Yes
14,1218,2023-06-25 17:27:43,2023-01-27 22:05:12,19:58:07,06:47:46,BBWN,Name_BHTFZ,SeatWOV,Business,463.4,Extra Baggage,0,Confirmed,GateEY,B,ClaimMIM,2.69,2,LOCEDX,TypeRUC,Pilot_CVRK,Crew_ZWSW,No,Vegetarian,Not Available,True,True,True,0,No
18,5703,2023-04-17 10:36:56,2023-09-24 04:36:22,03:27:44,03:16:53,BAGK,Name_QRNTJ,SeatCWH,Business,974.22,Meal,0,Confirmed,GateIK,D,ClaimSZA,4.26,1,LOCQFA,TypeXQM,Pilot_BSVQ,Crew_SBRR,Yes,No Meal,Available,True,False,True,2,Yes
12,6131,2023-07-17 02:33:23,2023-02-11 21:59:12,00:11:46,01:50:20,BPXB,Name_MYQAW,SeatJWI,Business,429.28,Extra Baggage,0,Cancelled,GateZV,D,ClaimFCT,1.72,2,LOCNND,TypeGDC,Pilot_MCBP,Crew_ZXKA,No,Vegetarian,Not Available,False,False,False,0,No
4,2539,2023-12-01 16:46:01,2023-11-28 10:14:13,04:21:00,07:12:04,BZRS,Name_ZHPMG,SeatIMN,First,539.19,Extra Baggage,3039,Cancelled,GateDZ,A,ClaimMEQ,7.84,1,LOCJVS,TypeWZJ,Pilot_ZHWX,Crew_HEXB,No,Vegetarian,Available,True,True,True,1,No
10,4433,2023-01-20 17:54:36,2023-01-12 07:58:37,23:17:28,20:24:18,BJDX,Name_SHXUL,SeatVBM,Economy,961.6,No Extras,915,Confirmed,GateZY,D,ClaimPVD,2.39,2,LOCQBS,TypeGCO,Pilot_AIMH,Crew_ZDXA,Yes,Vegetarian,Available,False,False,False,0,Yes
17,2602,2023-10-19 22:54:00,2023-02-03 07:03:54,17:18:43,15:00:06,BCMF,Name_XPMRY,SeatZAK,Economy,96.93,Meal,217,Confirmed,GateCD,A,ClaimZIR,4.93,2,LOCSOM,TypeLMC,Pilot_JOKV,Crew_EOAG,Yes,Vegetarian,Available,False,True,True,1,Yes
4,3704,2023-06-27 05:18:24,2023-11-13 17:18:47,00:46:38,09:40:57,BJHJ,Name_MUSFL,SeatXZP,Business,352.71,Extra Baggage,3875,Cancelled,GateYW,A,ClaimDAF,7.96,2,LOCXRO,TypeLHW,Pilot_AESS,Crew_UJCM,No,No Meal,Available,True,True,True,1,Yes
12,6064,2023-04-03 04:51:35,2023-07-23 13:32:09,07:09:13,04:42:19,BBTO,Name_FSWPN,SeatQYX,First,243.78,Meal,2049,Cancelled,GateYE,A,ClaimRYF,8.48,2,LOCPWD,TypeOJX,Pilot_YWRG,Crew_KPZF,No,Vegetarian,Available,True,False,False,1,No
13,4648,2023-03-01 15:26:26,2023-08-08 13:42:22,11:25:13,21:01:22,BAKX,Name_XLRPQ,SeatXJZ,Economy,479.44,No Extras,261,Pending,GateEJ,C,ClaimEAQ,7.0,1,LOCENC,TypePOP,Pilot_MPFG,Crew_TOJE,Yes,Non-Vegetarian,Not Available,True,False,False,2,No
4,2105,2023-06-30 14:42:18,2023-07-06 18:43:24,13:39:41,17:25:43,BAYV,Name_PKZPI,SeatEGL,Business,162.92,Extra Baggage,0,Confirmed,GateEL,D,ClaimAUT,2.2,0,LOCLLK,TypeZIK,Pilot_ZLWC,Crew_RJLY,Yes,Non-Vegetarian,Not Available,False,False,True,2,Yes
10,6736,2023-03-07 19:57:26,2023-05-25 09:24:39,08:15:22,19:06:51,BPLL,Name_OZRHR,SeatPPV,Business,487.44,No Extras,4980,Pending,GateDY,B,ClaimPJJ,9.05,2,LOCZJF,TypeYLQ,Pilot_YCIM,Crew_OYLL,Yes,Vegan,Available,False,True,True,2,Yes
3,6812,2023-12-08 05:53:53,2023-06-21 13:02:52,19:07:27,04:11:18,BSMH,Name_ZCEBY,SeatIPL,Economy,326.62,Extra Baggage,3756,Pending,GateEP,B,ClaimBOI,3.16,0,LOCNMD,TypeEHZ,Pilot_QNEM,Crew_XVBR,Yes,Vegan,Available,False,False,True,2,No
15,3488,2023-07-01 15:03:40,2023-05-28 10:27:23,16:59:30,16:09:06,BBSN,Name_KSWBR,SeatEIB,Business,969.64,No Extras,0,Cancelled,GateOQ,C,ClaimAFF,8.33,2,LOCNIJ,TypeJMM,Pilot_NXFS,Crew_NUBI,No,Vegan,Not Available,True,False,False,2,No
2,9808,2023-05-11 14:30:14,2023-07-20 23:54:53,08:09:22,10:28:34,BWAY,Name_GPAMC,SeatARS,Economy,201.88,Extra Baggage,0,Pending,GateFO,A,ClaimQCI,9.93,1,LOCFPR,TypeUOX,Pilot_PDVF,Crew_MGHY,No,No Meal,Not Available,False,True,False,1,Yes
17,3418,2023-05-30 08:31:18,2023-04-13 16:32:56,14:10:26,00:14:05,BZIS,Name_RDTZQ,SeatRQG,Business,491.29,No Extras,0,Cancelled,GateHD,A,ClaimSZR,4.58,0,LOCMRL,TypeFSH,Pilot_XHUK,Crew_ULQC,Yes,Non-Vegetarian,Available,False,False,True,0,Yes
6,1027,2023-01-01 05:05:28,2023-11-20 10:15:36,13:06:41,08:31:18,BNDB,Name_EGIDV,SeatUPB,Business,701.46,Meal,1048,Pending,GateEC,D,ClaimPPR,4.91,2,LOCJYK,TypeBBU,Pilot_GUBM,Crew_HWNS,No,Vegan,Available,True,False,True,2,Yes
8,9207,2023-09-18 23:08:33,2023-11-06 19:49:19,13:36:14,01:50:53,BJOA,Name_IQJQX,SeatOTS,Economy,622.88,Meal,1274,Confirmed,GateKZ,A,ClaimOTX,10.03,2,LOCVCL,TypeIVM,Pilot_AJRF,Crew_XENM,Yes,Vegan,Not Available,False,True,True,1,No
3,9524,2023-10-06 02:58:23,2023-03-14 11:12:30,03:35:17,18:34:15,BKPM,Name_LJKMY,SeatFCJ,Business,364.65,Meal,0,Confirmed,GateYS,C,ClaimHWH,8.53,2,LOCOKC,TypeZTK,Pilot_GUIB,Crew_EHLT,No,Vegetarian,Not Available,True,True,True,1,Yes
18,8977,2023-04-29 07:35:11,2023-12-04 23:30:11,11:32:57,23:53:57,BHIO,Name_QZWOE,SeatLIW,Economy,303.37,Meal,2021,Pending,GateQU,A,ClaimSRY,7.34,0,LOCSCY,TypeKHK,Pilot_GMZS,Crew_FLYV,No,Non-Vegetarian,Not Available,True,False,True,0,No
1,5661,2023-08-14 03:09:08,2023-10-11 06:29:09,04:59:15,11:51:10,BYZE,Name_KXMFJ,SeatNCZ,Economy,439.75,Extra Baggage,4931,Cancelled,GateBM,A,ClaimGLP,4.37,1,LOCUEQ,TypeHMC,Pilot_RQIF,Crew_SZWA,No,Vegetarian,Not Available,False,False,False,0,Yes
16,5549,2023-03-18 10:12:25,2023-06-09 08:05:38,15:39:25,05:58:07,BUUV,Name_TCCAB,SeatDBA,Economy,116.48,Meal,0,Cancelled,GateNK,D,ClaimOQL,7.13,1,LOCICC,TypeIQV,Pilot_FIMS,Crew_QGCW,No,Non-Vegetarian,Not Available,False,True,False,2,Yes
7,4953,2023-10-15 19:06:16,2023-03-15 22:50:40,23:25:57,22:11:08,BTRB,Name_YENGL,SeatRBV,Economy,374.41,Meal,0,Pending,GateKM,A,ClaimDRT,9.23,1,LOCOOC,TypeCUL,Pilot_XMHZ,Crew_EXJE,Yes,Non-Vegetarian,Available,True,True,False,1,Yes
3,5261,2023-05-09 07:38:15,2023-02-02 00:16:28,06:38:35,06:53:37,BVET,Name_DRUYI,SeatDDT,First,617.63,Meal,0,Confirmed,GateKK,D,ClaimJFK,1.83,2,LOCPAN,TypeVSW,Pilot_HYWG,Crew_XHPV,Yes,No Meal,Available,False,True,False,1,Yes
4,9123,2023-01-18 05:55:30,2023-12-14 13:45:16,17:09:59,19:00:26,BPPV,Name_LLXEG,SeatEIW,First,989.23,No Extras,0,Confirmed,GateBG,B,ClaimBPI,6.5,1,LOCCPA,TypeQKD,Pilot_DIJQ,Crew_LQTE,No,Vegan,Not Available,True,True,False,1,Yes
9,5973,2023-07-07 19:32:50,2023-02-06 11:31:17,20:45:06,09:49:53,BDZT,Name_QTWSD,SeatUAG,Business,650.55,Meal,4655,Cancelled,GateBG,B,ClaimGBA,2.86,2,LOCOQI,TypeLJE,Pilot_YLTD,Crew_OLFE,No,Vegetarian,Not Available,True,False,False,0,No
5,9436,2023-08-02 01:54:02,2023-06-24 00:24:32,02:25:06,01:31:53,BVKT,Name_AHBZA,SeatNYG,First,949.35,No Extras,0,Cancelled,GateKP,B,ClaimKTT,11.97,1,LOCIAJ,TypeFTU,Pilot_YHLK,Crew_JXGS,No,Vegetarian,Not Available,True,True,True,2,No
19,2356,2023-01-14 06:20:11,2023-06-07 05:21:28,17:36:49,16:54:02,BPYW,Name_CSWNR,SeatLSE,First,55.11,Extra Baggage,0,Cancelled,GateIF,A,ClaimSMB,5.97,0,LOCNTN,TypeUXZ,Pilot_RPES,Crew_HYPY,Yes,Vegetarian,Not Available,True,False,True,1,No
15,4467,2023-12-25 06:55:53,2023-06-30 20:43:06,04:46:33,02:24:04,BLFP,Name_WNQJT,SeatHWM,First,784.49,No Extras,0,Confirmed,GateXF,A,ClaimVYN,3.21,2,LOCYFN,TypeFUF,Pilot_FOLI,Crew_UBJB,Yes,Vegan,Not Available,True,True,False,1,Yes
8,7964,2023-04-24 21:07:03,2023-12-04 09:42:45,20:15:34,09:33:17,BSKL,Name_XGKUW,SeatEOZ,Economy,490.76,Meal,0,Pending,GateRU,B,ClaimLWO,4.95,0,LOCTZF,TypeVBY,Pilot_OCRW,Crew_ZOCH,No,No Meal,Not Available,True,True,False,1,Yes
6,8067,2023-10-18 19:55:20,2023-05-13 08:17:20,23:09:26,06:32:00,BDMB,Name_IARQU,SeatIJN,Economy,637.33,Extra Baggage,0,Cancelled,GateDX,C,ClaimDIZ,1.73,2,LOCSQG,TypeKMN,Pilot_TJHZ,Crew_VAVA,No,Non-Vegetarian,Available,True,True,True,2,No
18,2745,2023-01-19 14:05:53,2023-08-30 17:13:30,04:40:52,13:11:52,BSKA,Name_SJAAG,SeatDGF,First,390.41,Extra Baggage,1562,Confirmed,GateBH,D,ClaimYMK,7.02,2,LOCDVT,TypeHKC,Pilot_KZSP,Crew_ICTU,Yes,Vegetarian,Not Available,False,True,False,0,No
19,4879,2023-07-11 20:25:22,2023-11-05 18:51:08,04:43:33,14:57:49,BIJC,Name_RKMIW,SeatCBU,First,329.34,Extra Baggage,0,Cancelled,GateOX,A,ClaimNHN,9.13,0,LOCDBZ,TypeXTR,Pilot_BWLD,Crew_MCRT,No,Vegetarian,Not Available,False,False,False,0,No
15,4777,2023-05-05 15:22:37,2023-03-25 11:45:06,23:41:42,09:15:26,BHPD,Name_ZQKAT,SeatWNM,Business,383.87,No Extras,0,Confirmed,GateTE,B,ClaimHNX,8.99,1,LOCKIC,TypeVLJ,Pilot_IIMK,Crew_YVIH,No,Non-Vegetarian,Not Available,True,True,False,2,No
7,3115,2023-03-28 07:13:33,2023-02-16 05:05:20,01:48:58,11:20:38,BKHG,Name_PSVKN,SeatYPM,Economy,618.58,Extra Baggage,0,Cancelled,GateUQ,C,ClaimGDW,10.76,1,LOCHOZ,TypeZFV,Pilot_PQYN,Crew_EOSI,No,No Meal,Available,True,True,False,0,Yes
10,7257,2023-09-25 04:48:39,2023-03-25 14:45:21,13:59:37,17:18:31,BTOW,Name_LHOZW,SeatQLR,Business,636.72,Meal,0,Pending,GateBD,A,ClaimXCE,7.26,1,LOCLHX,TypeKEE,Pilot_MOYT,Crew_UDPC,No,Non-Vegetarian,Available,True,True,True,2,Yes
6,3267,2023-04-21 06:23:45,2023-04-27 02:12:47,13:14:05,12:07:55,BHJS,Name_AFLYI,SeatQDN,First,574.49,Extra Baggage,0,Confirmed,GateLE,D,ClaimWRW,9.05,0,LOCVIL,TypeJNU,Pilot_UTJR,Crew_QOPI,No,Vegetarian,Available,True,True,True,0,No
14,3267,2023-06-07 19:23:19,2023-03-24 13:07:33,06:04:27,17:47:59,BECG,Name_RHTSW,SeatYPK,Economy,436.65,Extra Baggage,0,Cancelled,GateFJ,B,ClaimPYB,9.03,2,LOCHQJ,TypeJIM,Pilot_LPZB,Crew_QNDQ,No,No Meal,Available,False,False,False,2,Yes
17,8086,2023-08-08 03:13:08,2023-09-01 14:59:50,21:41:10,18:30:04,BFQJ,Name_EVTYL,SeatXDJ,Economy,793.87,Meal,1256,Pending,GateKD,D,ClaimWGR,2.76,1,LOCJXX,TypeWBD,Pilot_FIMV,Crew_FLYY,No,No Meal,Available,False,True,False,1,Yes
9,5481,2023-09-20 00:10:13,2023-01-28 01:26:56,23:12:16,12:08:34,BUTO,Name_SEBDW,SeatOFL,First,806.98,Extra Baggage,1984,Confirmed,GateRC,D,ClaimZCY,7.34,1,LOCJHP,TypeXMX,Pilot_WBNM,Crew_ISIN,Yes,No Meal,Not Available,False,False,False,1,No
19,8465,2023-04-09 10:55:57,2023-03-29 13:44:25,10:01:25,11:43:40,BBAL,Name_ZUVEG,SeatFCA,Economy,735.55,Extra Baggage,3685,Pending,GatePX,D,ClaimUUZ,9.64,0,LOCPRA,TypeGPT,Pilot_DPJF,Crew_RNOY,No,No Meal,Not Available,False,False,False,0,No
5,1929,2023-03-29 06:22:06,2023-12-10 07:37:24,14:56:32,03:02:42,BMLL,Name_LIKNN,SeatHPV,Economy,213.9,Meal,0,Confirmed,GateHR,B,ClaimUZB,9.4,1,LOCVVW,TypeDBT,Pilot_YBEI,Crew_CSVB,Yes,Non-Vegetarian,Not Available,False,True,False,1,No
7,8773,2023-12-23 06:43:07,2023-12-29 08:05:41,01:35:33,18:05:06,BGGF,Name_GCWCD,SeatEGF,First,400.29,Meal,0,Cancelled,GateGI,C,ClaimQGX,5.91,0,LOCHFJ,TypeMWQ,Pilot_MSEI,Crew_QHOQ,No,Vegan,Not Available,True,True,True,2,No
19,4324,2023-05-23 08:42:42,2023-05-10 08:58:22,21:50:01,22:30:08,BMUI,Name_VGXIA,SeatXUK,Business,914.76,No Extras,0,Cancelled,GateVO,D,ClaimQGK,1.61,2,LOCNJL,TypeIXW,Pilot_VJVI,Crew_QEOB,Yes,Vegetarian,Available,True,False,True,0,No
7,5587,2023-08-12 14:41:27,2023-10-08 15:53:39,09:48:25,20:22:26,BPBK,Name_DCFFX,SeatYJI,Economy,493.41,No Extras,0,Cancelled,GateRQ,B,ClaimQCJ,7.15,1,LOCAKH,TypeVPI,Pilot_UVXM,Crew_CZIM,Yes,No Meal,Available,False,True,True,2,Yes
2,1356,2023-02-19 13:48:24,2023-07-15 07:10:44,13:08:38,20:25:32,BCIL,Name_KDDMQ,SeatUWB,Business,546.06,Meal,0,Pending,GateNM,D,ClaimGUR,7.76,1,LOCNSL,TypeIKZ,Pilot_CRJS,Crew_YKUQ,No,Non-Vegetarian,Available,False,True,False,1,No
16,5310,2023-04-07 01:24:14,2023-09-01 20:54:36,23:38:14,04:40:33,BBSF,Name_KCCLO,SeatEFT,First,829.69,No Extras,0,Confirmed,GateLD,D,ClaimAJM,8.13,0,LOCCLK,TypeHWQ,Pilot_NATI,Crew_NMNM,No,Vegetarian,Available,True,True,True,2,No
13,5064,2023-09-23 03:36:15,2023-04-03 10:36:44,15:52:06,19:12:55,BZWR,Name_PXHXY,SeatMNC,Business,941.52,Meal,893,Confirmed,GateVR,B,ClaimFQC,10.45,2,LOCIEG,TypeWUK,Pilot_PHHH,Crew_VUER,No,Vegan,Not Available,False,False,False,2,No
8,6499,2023-05-17 05:29:19,2023-09-06 18:37:46,23:22:22,00:31:53,BMNH,Name_NXFET,SeatLIL,Business,939.48,No Extras,0,Confirmed,GateDW,D,ClaimETH,10.48,0,LOCDRD,TypeKLH,Pilot_LFOU,Crew_MHIL,Yes,Non-Vegetarian,Available,True,False,False,2,Yes
6,4841,2023-04-04 00:45:34,2023-02-07 22:29:42,18:13:07,12:09:17,BIMQ,Name_SGYAB,SeatVIY,First,292.35,No Extras,0,Cancelled,GateFV,B,ClaimQTG,10.72,1,LOCJVE,TypeLAN,Pilot_NCUD,Crew_TEFM,No,Vegetarian,Available,False,True,True,1,No
6,6333,2023-12-27 18:23:51,2023-07-27 11:04:31,23:24:24,15:51:16,BFTJ,Name_HDXON,SeatSOJ,Business,119.21,No Extras,0,Confirmed,GateVG,A,ClaimPXT,8.39,0,LOCZVL,TypeHML,Pilot_XZCU,Crew_OLDK,No,Vegan,Not Available,False,True,True,0,No
9,7671,2023-09-05 07:19:12,2023-01-07 22:12:28,22:10:35,19:41:04,BKJU,Name_FQFLQ,SeatMKD,Economy,543.25,Extra Baggage,0,Confirmed,GateKW,B,ClaimOIG,1.07,0,LOCHZE,TypeWKF,Pilot_YKUH,Crew_CTBS,Yes,Vegan,Not Available,False,True,True,0,No
